video_id,video_url,video_title,video_duration_s,source,window_index,start_s,end_s,duration_s,window_url,action_label,phase,is_step,confidence,description,description_detailed,ocr_text,has_caption,keep,filter_reason,validation_flags
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,54,430.85,438.83,7.98,https://youtu.be/0HfXl244xc4?t=431s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~57% in, 7:10–7:18.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,55,438.83,446.81,7.98,https://youtu.be/0HfXl244xc4?t=439s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~59% in, 7:18–7:26.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,56,446.81,454.79,7.98,https://youtu.be/0HfXl244xc4?t=447s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~60% in, 7:26–7:34.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,57,454.79,462.77,7.98,https://youtu.be/0HfXl244xc4?t=455s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~61% in, 7:34–7:42.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,58,462.77,470.74,7.97,https://youtu.be/0HfXl244xc4?t=463s,decorate_finish,finish,1,0.5,Waiting/curing (on-screen timer).,"Waiting/curing (on-screen timer). finish phase, ~62% in, 7:42–7:50.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,59,470.74,478.72,7.98,https://youtu.be/0HfXl244xc4?t=471s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~63% in, 7:50–7:58.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,60,478.72,486.7,7.98,https://youtu.be/0HfXl244xc4?t=479s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~64% in, 7:58–8:06.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,61,486.7,494.68,7.98,https://youtu.be/0HfXl244xc4?t=487s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~65% in, 8:06–8:14.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,62,494.68,502.66,7.98,https://youtu.be/0HfXl244xc4?t=495s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~66% in, 8:14–8:22.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,63,502.66,510.64,7.98,https://youtu.be/0HfXl244xc4?t=503s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~67% in, 8:22–8:30.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,64,510.64,518.62,7.98,https://youtu.be/0HfXl244xc4?t=511s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~68% in, 8:30–8:38.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,65,518.62,526.6,7.98,https://youtu.be/0HfXl244xc4?t=519s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~69% in, 8:38–8:46.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,66,526.6,534.57,7.97,https://youtu.be/0HfXl244xc4?t=527s,decorate_finish,finish,1,0.5,Waiting/curing (on-screen timer).,"Waiting/curing (on-screen timer). finish phase, ~70% in, 8:46–8:54.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,67,534.57,542.55,7.98,https://youtu.be/0HfXl244xc4?t=535s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~71% in, 8:54–9:02.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,68,542.55,550.53,7.98,https://youtu.be/0HfXl244xc4?t=543s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~72% in, 9:02–9:10.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,69,550.53,558.51,7.98,https://youtu.be/0HfXl244xc4?t=551s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~73% in, 9:10–9:18.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,70,558.51,566.49,7.98,https://youtu.be/0HfXl244xc4?t=559s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~74% in, 9:18–9:26.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,71,566.49,574.47,7.98,https://youtu.be/0HfXl244xc4?t=566s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~76% in, 9:26–9:34.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,72,574.47,582.45,7.98,https://youtu.be/0HfXl244xc4?t=574s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~77% in, 9:34–9:42.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,73,582.45,590.43,7.98,https://youtu.be/0HfXl244xc4?t=582s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~78% in, 9:42–9:50.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,74,590.43,598.4,7.97,https://youtu.be/0HfXl244xc4?t=590s,decorate_finish,finish,1,0.5,Waiting/curing (on-screen timer).,"Waiting/curing (on-screen timer). finish phase, ~79% in, 9:50–9:58.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,75,598.4,606.38,7.98,https://youtu.be/0HfXl244xc4?t=598s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~80% in, 9:58–10:06.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,76,606.38,614.36,7.98,https://youtu.be/0HfXl244xc4?t=606s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~81% in, 10:06–10:14.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,77,614.36,622.34,7.98,https://youtu.be/0HfXl244xc4?t=614s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~82% in, 10:14–10:22.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,78,622.34,630.32,7.98,https://youtu.be/0HfXl244xc4?t=622s,decorate_finish,finish,1,0.5,Waiting/curing (on-screen timer).,"Waiting/curing (on-screen timer). finish phase, ~83% in, 10:22–10:30.",,0,1,,
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,79,630.32,638.3,7.98,https://youtu.be/0HfXl244xc4?t=630s,decorate_finish,finish,1,0.5,"Overhead: fixing candle sinkholes (poking holes, heat-gun on the top).","Overhead: fixing candle sinkholes (poking holes, heat-gun on the top). finish phase, ~84% in, 10:30–10:38.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,2,16.04,24.06,8.02,https://youtu.be/0gk3NsmJa7k?t=16s,decorate_finish,finish,1,0.5,Decorating the candles with pine sprigs/berries.,"Decorating the candles with pine sprigs/berries. finish phase, ~2% in, 0:16–0:24.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,10,80.2,88.22,8.02,https://youtu.be/0gk3NsmJa7k?t=80s,decorate_finish,finish,1,0.5,Decorating the candles with pine sprigs/berries.,"Decorating the candles with pine sprigs/berries. finish phase, ~10% in, 1:20–1:28.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,14,112.28,120.3,8.02,https://youtu.be/0gk3NsmJa7k?t=112s,decorate_finish,finish,1,0.5,Decorating the candles with pine sprigs/berries.,"Decorating the candles with pine sprigs/berries. finish phase, ~14% in, 1:52–2:00.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,18,144.36,152.38,8.02,https://youtu.be/0gk3NsmJa7k?t=144s,decorate_finish,finish,1,0.5,Decorating the candles with pine sprigs/berries.,"Decorating the candles with pine sprigs/berries. finish phase, ~18% in, 2:24–2:32.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,22,176.44,184.46,8.02,https://youtu.be/0gk3NsmJa7k?t=176s,decorate_finish,finish,1,0.5,Decorating the candles with pine sprigs/berries.,"Decorating the candles with pine sprigs/berries. finish phase, ~22% in, 2:56–3:04.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,37,296.75,304.77,8.02,https://youtu.be/0gk3NsmJa7k?t=297s,decorate_finish,finish,1,0.5,Decorating the candle tops with pine sprigs / botanicals.,"Decorating the candle tops with pine sprigs / botanicals. finish phase, ~37% in, 4:56–5:04.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,38,304.77,312.79,8.02,https://youtu.be/0gk3NsmJa7k?t=305s,decorate_finish,finish,1,0.5,Decorating the candle tops with pine sprigs / botanicals.,"Decorating the candle tops with pine sprigs / botanicals. finish phase, ~38% in, 5:04–5:12.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,39,312.79,320.81,8.02,https://youtu.be/0gk3NsmJa7k?t=313s,decorate_finish,finish,1,0.5,Rows of winter candles setting.,"Rows of winter candles setting. finish phase, ~39% in, 5:12–5:20.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,40,320.81,328.83,8.02,https://youtu.be/0gk3NsmJa7k?t=321s,decorate_finish,finish,1,0.5,Decorating the candle tops with pine sprigs / botanicals.,"Decorating the candle tops with pine sprigs / botanicals. finish phase, ~40% in, 5:20–5:28.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,41,328.83,336.85,8.02,https://youtu.be/0gk3NsmJa7k?t=329s,decorate_finish,finish,1,0.5,Decorating the candle tops with pine sprigs / botanicals.,"Decorating the candle tops with pine sprigs / botanicals. finish phase, ~41% in, 5:28–5:36.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,50,401.01,409.03,8.02,https://youtu.be/0gk3NsmJa7k?t=401s,decorate_finish,finish,1,0.5,Decorating the candle tops with pine sprigs / botanicals.,"Decorating the candle tops with pine sprigs / botanicals. finish phase, ~51% in, 6:41–6:49.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,51,409.03,417.05,8.02,https://youtu.be/0gk3NsmJa7k?t=409s,decorate_finish,finish,1,0.5,Decorating the candle tops with pine sprigs / botanicals.,"Decorating the candle tops with pine sprigs / botanicals. finish phase, ~52% in, 6:49–6:57.",,0,1,,
0tS8V3Gj9C0,https://www.youtube.com/watch?v=0tS8V3Gj9C0,"make 1000 candles with me | balancing work & life, browsing markets, small business vlog",845.0,storyboard,33,263.07,271.04,7.97,https://youtu.be/0tS8V3Gj9C0?t=263s,decorate_finish,finish,1,0.5,Working the rows of candles (filling/labelling).,"Working the rows of candles (filling/labelling). finish phase, ~31% in, 4:23–4:31.",,0,1,,
0tS8V3Gj9C0,https://www.youtube.com/watch?v=0tS8V3Gj9C0,"make 1000 candles with me | balancing work & life, browsing markets, small business vlog",845.0,storyboard,34,271.04,279.01,7.97,https://youtu.be/0tS8V3Gj9C0?t=271s,decorate_finish,finish,1,0.5,Working the rows of candles (filling/labelling).,"Working the rows of candles (filling/labelling). finish phase, ~32% in, 4:31–4:39.",,0,1,,
0tS8V3Gj9C0,https://www.youtube.com/watch?v=0tS8V3Gj9C0,"make 1000 candles with me | balancing work & life, browsing markets, small business vlog",845.0,storyboard,40,318.87,326.84,7.97,https://youtu.be/0tS8V3Gj9C0?t=319s,decorate_finish,finish,1,0.5,Working the rows of candles (filling/labelling).,"Working the rows of candles (filling/labelling). finish phase, ~38% in, 5:18–5:26.",,0,1,,
0tS8V3Gj9C0,https://www.youtube.com/watch?v=0tS8V3Gj9C0,"make 1000 candles with me | balancing work & life, browsing markets, small business vlog",845.0,storyboard,88,701.51,709.48,7.97,https://youtu.be/0tS8V3Gj9C0?t=702s,decorate_finish,finish,1,0.5,Working the rows of candles (filling/labelling).,"Working the rows of candles (filling/labelling). finish phase, ~83% in, 11:41–11:49.",,0,1,,
0tS8V3Gj9C0,https://www.youtube.com/watch?v=0tS8V3Gj9C0,"make 1000 candles with me | balancing work & life, browsing markets, small business vlog",845.0,storyboard,92,733.4,741.37,7.97,https://youtu.be/0tS8V3Gj9C0?t=733s,decorate_finish,finish,1,0.5,Working the rows of candles (filling/labelling).,"Working the rows of candles (filling/labelling). finish phase, ~87% in, 12:13–12:21.",,0,1,,
0vn32fue7lg,https://www.youtube.com/watch?v=0vn32fue7lg,Make candles in any vessel | Easy candle math,330.0,storyboard,6,48.29,56.34,8.05,https://youtu.be/0vn32fue7lg?t=48s,decorate_finish,finish,1,0.4,Mixing in colourful sprinkles; scale.,"Mixing in colourful sprinkles; scale. finish phase, ~15% in, 0:48–0:56.",,0,1,,
0vn32fue7lg,https://www.youtube.com/watch?v=0vn32fue7lg,Make candles in any vessel | Easy candle math,330.0,storyboard,7,56.34,64.39,8.05,https://youtu.be/0vn32fue7lg?t=56s,decorate_finish,finish,1,0.4,White mixture in a bowl.,"White mixture in a bowl. Final touches - labels, lids, ribbon, cleaning the glass. finish phase, ~17% in, 0:56–1:04.",,0,1,,
0vn32fue7lg,https://www.youtube.com/watch?v=0vn32fue7lg,Make candles in any vessel | Easy candle math,330.0,storyboard,8,64.39,72.44,8.05,https://youtu.be/0vn32fue7lg?t=64s,decorate_finish,finish,1,0.45,A white candle with colourful sprinkles (overhead).,"A white candle with colourful sprinkles (overhead). finish phase, ~20% in, 1:04–1:12.",,0,1,,
0vn32fue7lg,https://www.youtube.com/watch?v=0vn32fue7lg,Make candles in any vessel | Easy candle math,330.0,storyboard,23,185.12,193.17,8.05,https://youtu.be/0vn32fue7lg?t=185s,decorate_finish,finish,1,0.4,Hands with the finished vessel.,"Hands with the finished vessel. finish phase, ~56% in, 3:05–3:13.",,0,1,,
1-44rrfu7kc,https://www.youtube.com/watch?v=1-44rrfu7kc,Satisfying Candle Making Process |DIY Christmas Candle 🎄| Learn Candle Making at Home,162.0,storyboard,2,16.2,24.3,8.1,https://youtu.be/1-44rrfu7kc?t=16s,decorate_finish,finish,1,0.5,Painting a Christmas design (a house) onto the white wax surface.,"Painting a Christmas design (a house) onto the white wax surface. finish phase, ~10% in, 0:16–0:24.",,0,1,,
1-44rrfu7kc,https://www.youtube.com/watch?v=1-44rrfu7kc,Satisfying Candle Making Process |DIY Christmas Candle 🎄| Learn Candle Making at Home,162.0,storyboard,3,24.3,32.4,8.1,https://youtu.be/1-44rrfu7kc?t=24s,decorate_finish,finish,1,0.5,Decorating/painting the white candle surface.,"Decorating/painting the white candle surface. finish phase, ~15% in, 0:24–0:32.",,0,1,,
1-44rrfu7kc,https://www.youtube.com/watch?v=1-44rrfu7kc,Satisfying Candle Making Process |DIY Christmas Candle 🎄| Learn Candle Making at Home,162.0,storyboard,4,32.4,40.5,8.1,https://youtu.be/1-44rrfu7kc?t=32s,decorate_finish,finish,1,0.5,A painted design on the candle.,"A painted design on the candle. finish phase, ~20% in, 0:32–0:40.",,0,1,,
